VIETM816;Önálló laboratórium 1;5.0;0/0/5/f;BOTH;ETT;MSC;OPTIONAL;1;A tantárgy két féléve során a hallgatók komplex mérnöki feladatot oldanak meg, amelynek eredményeként olyan műszaki alkotás jön létre, amelyben a hallgató egyéni közreműködése jól elkülöníthető. Ennek során a mérnöki munka minden lényeges fázisával megismerkednek, és az egyes részfeladatokat a lehető legnagyobb mértékben önállóan végzik el. A két féléves önálló laboratórium tantárgy felkészít a szintén két féléves Diplomatervezés tantárgy elvégzésére. Az első félév programja a téma kiválasztása, a feladat részletes specifikálása, a rendszerterv elkészítése, valamint a megoldás során időarányos előrehaladás.
TE902923;Matematika B4;4.0;;;;;OPTIONAL;0;
GT621211;Spanyol kezdő 1. - Espanol - A1;0.0;;;;;OPTIONAL;0;
VIETM153;Moduláramkörök rendszertechnikája;4.0;2/1/0/v;VILLANY;ETT;MSC;CORE;1;Cél a rendszertechnikai alapok áttekintése után az elektronikai rendszer számos építőelemének megismerésén keresztül, a rendszerben való gondolkodás képességének elsajátítása, kitérve a különböző területeken dolgozó mérnökök között zajló hatékony kommunikáció fontosságára. Megszerezhető készségek, képességek:
VIHIA209;Kódolástechnika;5.0;3/1/0/f;;HIT;BSC;OPTIONAL;0;A tárgy célja az információk tárolása illetve továbbítása során felmerülő három alapvető kódolási feladat fontosabb algoritmusainak megismertetése. Ezen területek az információ kisebb méretben történő ábrázolásához (tömörítő kódolás), hibázó kommunikációs csatornán történő továbbításához illetve hibázó tárakon történő tárolásához (hibakontroll kódolás) valamint érzékeny információk intelligens támadók elleni védelméhez (biztonsági kódolás) kapcsolódnak
GT429305;Vállalati környezetmenedzsment;2.0;;;;;OPTIONAL;0;
VIIIAC05;Irányítórendszerek laboratórium;4.0;0/0/3/f;VILLANY;IIT;;CORE;6;
EOUV0103;Építőmérnöki alapismeretek;4.0;;;;;OPTIONAL;0;
VITMM246;Trendelemzés és vizualizáció;5.0;3/0/1/v;INFO;TMIT;MSC;CORE;0;Trendelemzések bemutatása idősor alapú problémáknál. Előrejelzési feladatok megoldásához szükséges problémakörök feltérképezése és gyakorlatban használható megoldások vizsgálata. Ipari szabványos eszközökkel elérhető támogatás kiaknázása. Megvilágítani és értelmezni a megjelenítésben rejlő lehetséges többlettudás visszaforgatásának módjait az elemzés adatelőkészítés és modellalkotás fázisaiba.
VIHIAV10;Algoritmusok és adatszerkezetek hatékony implementálása C nyelven;2.0;0/2/0/f;BOTH;HIT;BSC;OPTIONAL;0;
VIMAD078;Kombinatorikus problémák relációs adatbázis-modellekben;3.0;2/0/0/v;;SZIT;;OPTIONAL;0;A relációs adatbázis modellek elméleti kérdéseinek tárgyalása, különös tekintettel a legújabb kutatási eredményekre és irányokra.
VITTD031;Internet forgalomanalízis és forgalomszabályozás;5.0;4/0/0/v;VILLANY;TMIT;;OPTIONAL;0;A tantárgy célja, hogy a doktoranduszok megismerjék azokat a modern analízis technikákat melyekkel az IP hálózatok analízise és tervezése vegrehajtható. A tárgy az elméleti matematikai módszerek ismertetése mellett a gyakorlati alkalmazhatóságukra hangsúlyt helyez. Számos példa kerül bemutatásra az IP hálózatok forgalmának analízise, modellezése, teljesítményelemzése és a kapcsolódó tervezési kérdéseknek bemutatására. A tárgy célja az is, hogy közvetlenül segítse az adott területen dolgozó doktoranduszok kutatási tevékenységét, igy a példákat és esettanulmányokat a legizgalmasabb nemzetközi kutatási témák közül válogatjuk.
TE921200;Matematika kiegészítő szakosoknak;10.0;;;;;OPTIONAL;0;
VIHVA001;Fejezetek a jel- és rendszerelméletből;4.0;4/0/0/f;VILLANY;SZHVT;;OPTIONAL;0;A tantárgy feladata az alapvető jel és rendszerelméleti fogalmak, illetve számítási eljárások összefoglalása, valamint a rendszert reprezentáló villamos és jelfolyam hálózatok analízisére alkalmazható módszerek áttekintése. A tárgy első részében az időtartományban alkalmazott rendszerleírásokat tárgyaljuk, és ezt követően foglalkozunk a frekvenciatartományi leírással. Példákban és alkalmazásokban a Kirchhofftípusú (villamos) hálózatokkal reprezentált rendszereket és leíró egyenleteiket illetve ezek megoldását tárgyaljuk, és gyakoroltatjuk. A tantárgy célja összefoglalni a folytonos idejű rendszerek vizsgálati módszereit a frekvencia és a komplex frekvencia tartományban, továbbá a különböző rendszerleírások alapján áttekintetni a rendszerjellemzőket és kapcsolatukat. A folytonos idejű rendszerek elméletét követően, a diszkrét idejű jelek és rendszerek vizsgálati módszereinek tárgyalása az idő, frekvencia, és ztartományban. A tárgy követelményeit sikeresen teljesítő hallgatók felkészültek a folytonos idejű rendszerek legfontosabb számítási módszereinek alkalmazására a frekvencia és komplex frekvencia tartományban, a diszkrét idejű rendszerek és hálózatok analízisére idő frekvencia és ztartományban. A tantárgyat azoknak a Villamos energetika szakirányos Gépészmérnök hallgatóknak ajánljuk, akik a Villamosmérnöki szak MSc képzésébe kívánnak jelentkezni és a Jelek és rendszerek 12 tantárgyakat nem hallgatták. Az anyag elsajátítása más tárgyak hallgatása, vagy egyéni képzés során elsajátított előismereteket feltételez. Ezek hiányában nagyon intenzív otthoni munkával sajátítható csak el az áttekintett ismeretanyag.
VIMIAV12;Korszerű autóipari termékek és fejlesztési módszereik;2.0;2/0/0/f;BOTH;MIT;;OPTIONAL;0;
VIAUAC04;Alkalmazásfejlesztési környezetek;4.0;2/1/0/v;INFO;AUT;BSC;CORE;6;A tantárgy célja megismertetni a hallgatókkal azokat az eszközöket, melyek a programozási alapismereteken túl a nagyobb szoftverfejlesztési projektek esetében szükségesek. Ide tartoznak a verziókezelés, a magas szintű osztálykönyvtárak, valamint az egyes környezetek sajátosságai. A tantárgy részletesen bemutatja a platformfüggetlen Qt osztálykönyvtárat és fejlesztő környezetet, a Java hardverközelibb fejlesztésekhez jól használható részeit, kiemelve a szerver oldali, backend szolgáltatásokat, valamint az alacsonyabb szintű, Linux alapú szoftverfejlesztés módszereit.
GT521801;Bevezetés az ergonómiába;3.0;;;;;OPTIONAL;0;
GT618176;Német Közlekedésmérnöki kari speciális szaknyelvi ismeretek;2.0;;;;;OPTIONAL;0;
TE929302;Számítógépes számelmélet 2;3.0;2/0/0/v;;;;OPTIONAL;1;
VIIIA361;Autonóm robotok és járművek laboratórium 1.;2.0;0/0/2/f;INFO;IIT;BSC;CORE;6;A tárgy célja, hogy segítsen a gyakorlati ismeretek elsajátításában az autonóm robotokhoz, járművekhez kapcsolódó irányítási, képfeldolgozási diszciplínák és a számítógépes grafika területén. A gyakorlati ismeretek olyan laboratóriumi mérések során kerülnek átadásra, mint az ipari és mobilis robotok programozása, gyors prototípus tervezés, beágyazott irányítás, identifikáció, 2D képfeldolgozás, virtuális műszerezés, mikrorobot irányítás, robotrendszerek dinamikus számítógepes grafikai megjelenítése. A tantárgy követelményeit eredményesen teljesítő hallgató gyakorlati képességeket szerez az autonóm rendszerek fejlesztésénél fellépő irányítási, képfeldolgozási, navigációs feladatok megoldásában és a korszerű gyors prototípus tervező rendszerek használatában.
VIAUM863;Önálló laboratórium 2;5.0;0/0/5/f;BOTH;AUT;MSC;OPTIONAL;2;A tantárgy két féléve során a hallgatók komplex mérnöki feladatot oldanak meg, amelynek eredményeként olyan műszaki alkotás jön létre, amelyben a hallgató egyéni közreműködése jól elkülöníthető. Ennek során a mérnöki munka minden lényeges fázisával megismerkednek, és az egyes részfeladatokat a lehető legnagyobb mértékben önállóan végzik el. A két féléves önálló laboratórium tantárgy felkészít a szintén két féléves Diplomatervezés tantárgy elvégzésére. A második félév programja a feladat megoldásának befejezése, valamint az elkészült műszaki alkotás tesztelése és dokumentálása.
VIHIM006;Médiakommunikációs rendszerek projektlaboratórium;4.0;;;HIT;;OPTIONAL;0;
VITMBV17;Webfejlesztés villámgyorsan Ruby on Rails alapokon;2.0;1/1/0/f;BOTH;TMIT;;OPTIONAL;0;
TE90AX05;Analízis 2 informatikusoknak;7.0;4/2/0/v;;;;OPTIONAL;0;
VIETM154;Megbízhatósági hibaanalitika;4.0;2/1/0/v;VILLANY;ETT;MSC;CORE;1;A tantárgy célja, hogy a hallgatók megismerjék az elektronikai gyártás és az elektronikai készülékek működése során fellépő hibák, meghibásodások azonosításához, a gyökérokok megkereséséhez szükséges hibaanalítikai módszereket.
VIMAD077;Szimmetrikus struktúrák a kombinatorikában;3.0;2/0/0/v;;SZIT;;OPTIONAL;0;Olyan kombinatorikus struktúrákat vizsgálunk, melyek valamilyen szempontból szépek, szabályosak, szimmetrikusak. Olyan vizsgálati módszereket mutatunk be, melyekben az algebrai, geometriai és kombinatorikai technikák izgalmasan ötvöződnek.
VISZAB00;Valószínűségszámítás;4.0;2/2/0/v;;SZIT;BSC;OPTIONAL;3;A sztochasztikus modellalkotás alapjainak elsajátítása.
GT642021;Orosz középhaladó 1. rész;0.0;;;;;OPTIONAL;0;
VIEEA330;Mikroelektronikai laboratórium;4.0;0/0/3/f;VILLANY;EET;;CORE;6;A laboratóriumban egy IC tervezési és egy IC technológiai gyakorlatsort ajánlunk fel, amelyek között a hallgatók választhatnak. A tervezési gyakorlatsor feladata egy specifikációval adott közepesen bonyolult ASICnek a szintézise Verilog leírás alapján. Ellenőrzésképpen sor kerülhet az áramkörnek FPGAba való beégetésére és tesztelésére. A technológiai gyakorlatok témája egy egyszerű monolit integrált áramkör gyártási lépéseinek a végigvitele a félvezető alapanyag minősítésétől a diffúzión, az oxidnövesztésen, a fotolitográfiai műveleteken keresztül a lapka tokba szereléséig, majd ellenőrzés mérésekkel.
VIETM240;Nagyintegráltságú moduláramkörök;4.0;2/1/0/v;VILLANY;ETT;MSC;CORE;2;A tárgy követelményeit teljesítő hallgatók képesek lesznek: javaslat tételre a fejlesztők felé a konstrukciós megoldások zsűrizésében,
VIIIMS08;Szakmai gyakorlat;0.0;0/17/0/a;BOTH;IIT;MSC;OPTIONAL;0;A szakmai gyakorlat célja, hogy a hallgatók a gyakorlatban alkalmazzák az új villamos, elektronikus és számítástechnikai rendszerek, berendezések és eszközök tervezésével, fejlesztésével és rendszerbe integrálásával kapcsolatos ismereteiket, részt vegyenek szakterületük kutatásifejlesztési feladatainak kidolgozásában. A legalább négy hetes szakmai gyakorlat során a hallgatók a tanszéki és vállalati konzulens által meghatározott feladatot oldanak meg. Feladatuk kapcsolódhat diplomatervükhöz, TDK dolgozatukhoz, önálló labor feladatukhoz, de azoktól jól elkülöníthetőnek kell lennie.
TE911708;Matematikai logika;3.0;;;;;OPTIONAL;0;
VIHVA002;Elektromágneses terek modellezése;4.0;;;SZHVT;;OPTIONAL;0;
GT628551;Olasz általános műszaki nyelv 1.;2.0;;;;;OPTIONAL;0;
VIAUAC05;Elektronika 2;5.0;4/1/0/f;VILLANY;AUT;BSC;OPTIONAL;5;A tantárgy alapot teremt az összetettebb elektronikus rendszerek rendszerbeli funkciójának, működésének és áramköri felépítésének megismeréséhez, és foglalkozik az ilyen áramkörök, valamint összetettebb egységek számítási módjával és tervezésük alapvető kérdéseivel. Az összetettebb egységek tárgyalását az teszi lehetővé, hogy a tantárgy erősen épít a Jelek és rendszerek 1 és 2, az Elektronika 1, valamint a Méréstechnika tantárgyak anyagára, ezáltal közelebb kerülve a szaktárgyakban oktatott alkalmazásokhoz. A tantárgy megfelelő bázist nyújt az adott területen ahhoz, hogy a későbbi, specializálódó képzés tantárgyai az elektronikai alapfogalmak és módszerek biztos ismeretére támaszkodhassanak.
GT205548;Menedzsment VI;5.0;;;;;OPTIONAL;0;
VIAUMA00;Szoftverfejlesztési módszerek és paradigmák;4.0;2/1/0/v;INFO;AUT;MSC;OPTIONAL;1;
TE901060;Matematika B4F;4.0;;;;;OPTIONAL;0;
VIHID011;Számítógép-rendszerek teljesítményelemzése;5.0;4/0/0/v;VILLANY;HIT;;OPTIONAL;79;A tárgy célja, hogy a számítógép rendszerek tervezése, méretezése és hatékony üzemeltetése során felmerülő teljesítményelemzési feladatok megoldására kidolgozott módszerek közül bemutasson olyan fontos, gyakran alkalmazott módszereket, a hozzájuk kapcsolódó elméleti háttér ismertetésével együtt, amelyek jelenleg nem szerepelnek más tantárgyak anyagában. Az ismertetésre kerülő módszerek egy körének implementált változata számítógépes programmok formájában is rendelkezésre áll. Ezekkel a gyakorlatban is alkalmazott programokkal is megismerkednek a hallgatók a tantárgy kapcsán (SHARPE, WEBSPN). Az ismertetésre kerülő módszerek alkalmazási körét a szakterület irodalmából kiemelt alkalmazási mintapéldák szemléltetik.
TE929303;Nagyhatékonyságú számítások RISC processzorokon 2;3.0;2/0/0/f;;;;OPTIONAL;1;
VISZA085;Design;4.0;;;SZIT;;OPTIONAL;0;
GT618175;Német Villamosmérnöki kari speciális szaknyelvi ismeretek;2.0;;;;;OPTIONAL;0;
VIHIM007;Szolgáltatásnyújtási architektúrák és platformok;4.0;;;HIT;;OPTIONAL;0;
VIMIJV07;Neurális hálózatok;4.0;4/0/0/v;BOTH;MIT;;OPTIONAL;0;
VIAUA010;Digitális elektronika;4.0;3/0/1/v;VILLANY;AUT;BSC;SELECTABLE;0;A tárgy feltételezi az alapvető elektrotechnikai és elektronikai ismereteket. A mechatronikai szakterület számára sem nélkülözhetők a digitális technikai és digitális elektronikai ismeretek. Ezek alapjaiba vezet be a tárgy. Alapozásul szolgál, illetve kapcsolódik az informatikai, vezérléstechnikai és elektronikai tárgyakhoz.
VISZM104;Nyelvek és automaták;4.0;3/0/0/f;INFO;SZIT;MSC;OPTIONAL;1;Egyszerű automaták az informatikában sok helyen előfordulnak. A tantárgy bemutatja az alapvető automatatípusokat és megvizsgálja, melyik típus mire alkalmas. Az automaták vizsgálata szorosan összefonódik a formális nyelvek vizsgálatával is. Cél a klasszikus automaták és a formális nyelvek közötti kapcsolatok leírása. A hallgatók megismerik a fordítóprogramok készítése során használható elméleti alapokat is. A Turinggépek kapcsán megvizsgáljuk egyes elméleti és gyakorlati problémák és nyelvek algoritmikus bonyolultságát, különös tekintettel a P és NP nyelvosztályokra.
TE90AX08;Matematika A4 - Valószínűségszámítás;4.0;2/2/0/f;;;;OPTIONAL;0;
VIETM373;Önálló laboratórium 1;4.0;0/0/3/f;INFO;ETT;MSC;CORE;0;A tantárgyban a hallgatók komplex gazdaságinformatikai feladatot oldanak meg, amelynek eredményeként olyan műszaki alkotás jön létre, amelyben a hallgató egyéni közreműködése jól elkülöníthető. Ennek során a gazdaságinformatikusi munka minden lényeges fázisával megismerkednek, és az egyes részfeladatokat a lehető legnagyobb mértékben önállóan végzik el.
VIIIAC03;Ipari irányítástechnika;4.0;2/1/0/v;VILLANY;IIT;;CORE;5;A tantárgy célja a beágyazott irányító rendszerekben és az ipari folyamatirányítási gyakorlatban széles körben alkalmazott programozható irányítóberendezések, valamint a hozzájuk kapcsolódó érzékelő eszközök főbb jellemzőinek bemutatása, továbbá a fejlesztésükhöz, alkalmazástechnikájukhoz és üzemeltetésükhöz szükséges legfontosabb ismeretek átadása. A tárgy követelményeit sikeresen teljesítő hallgató képes lesz
VIIIM864;Önálló laboratórium 2;5.0;0/0/5/f;BOTH;IIT;MSC;OPTIONAL;2;A tantárgy két féléve során a hallgatók komplex mérnöki feladatot oldanak meg, amelynek eredményeként olyan műszaki alkotás jön létre, amelyben a hallgató egyéni közreműködése jól elkülöníthető. Ennek során a mérnöki munka minden lényeges fázisával megismerkednek, és az egyes részfeladatokat a lehető legnagyobb mértékben önállóan végzik el. A két féléves önálló laboratórium tantárgy felkészít a szintén két féléves Diplomatervezés tantárgy elvégzésére. A második félév programja a feladat megoldásának befejezése, valamint az elkészült műszaki alkotás tesztelése és dokumentálása.
VITMM335;Kognitív informatikai modellezés;4.0;2/1/0/v;BOTH;TMIT;MSC;CORE;3;A kognitív informatika a tudományterületein történt szemléletváltozására támaszkodik. Az elmúlt évtized során a fenti tudományterületeken számos új, a korábbi eredményekkel sokszor szembenálló eredmény látott napvilágot, melyeket a kognitív tudomány foglal össze. Ennek műszaki informatikai megközelítésével a kognitív informatika foglalkozik. A tárgy célja a modern kognitív tudományok kutatási irányai mentén létrehozott modelleket, elméleti eredményeket és az azok alapján elkészített intelligens műszaki rendszereket és alkalmazásokat bemutatni gyakran a látás vagy hallás és beszédfeldolgozás területeiről vett példákon keresztül. Mivel a Neumannféle számítógép architektúrák nem a legmegfelelőbbek a kognitív folyamatok megvalósításához, ezért még a nagy teljesítményű számítógépek sem képesek megoldani az agyban megoldott nagy komplexitású problémákhoz hasonlóakat. Ehhez speciális hardver kialakításokra van szükség, amelyek struktúrájukban is követik az agykéregben tapasztaltakat. A tantárgy harmadik része e hardver megvalósításokat veszi sorra és mutatja be.
GT62AO81;Üzleti nyelv - menedzserkommunikáció - olasz B2 - Comunicazione Aziendale;2.0;;;;;OPTIONAL;0;
GT628552;Olasz általános műszaki nyelv 2.;2.0;;;;;OPTIONAL;0;
VIAUAC06;Mikrokontroller alapú rendszerek;4.0;2/1/0/v;VILLANY;AUT;BSC;CORE;5;A tárgy célja, hogy a hallgatókat megismertesse az iparban legelterjedtebben használt mikrokontroller architektúrákkal, azok kiválasztási szempontjaival. A megszerzett ismeretek segítségével a hallgatók képessé válnak mikrokontroller alapú rendszerek hardver tervezésére és alacsonyszintű szoftver rendszerének megvalósítására. A kettő közötti elválaszthatatlan kapcsolatot rövid esettanulmányok mutatják be.
VIHVM858;Önálló laboratórium 2;5.0;0/0/5/f;BOTH;SZHVT;MSC;OPTIONAL;2;A tantárgy két féléve során a hallgatók komplex mérnöki feladatot oldanak meg, amelynek eredményeként olyan műszaki alkotás jön létre, amelyben a hallgató egyéni közreműködése jól elkülöníthető. Ennek során a mérnöki munka minden lényeges fázisával megismerkednek, és az egyes részfeladatokat a lehető legnagyobb mértékben önállóan végzik el. A két féléves önálló laboratórium tantárgy felkészít a szintén két féléves Diplomatervezés tantárgy elvégzésére. A második félév programja a feladat megoldásának befejezése, valamint az elkészült műszaki alkotás tesztelése és dokumentálása.
VISZA084;Adatbányászat - 2;2.0;;;SZIT;;OPTIONAL;0;
VIHIA426;Mobil infokommunikácó laboratórium 2.;2.0;0/0/2/f;INFO;HIT;BSC;CORE;7;A mobil infokommunikációs rendszerekkel kapcsolatos gyakorlati műszaki problémák és megoldásaik bemutatása.
VIHIM226;Mérnöki akusztika;4.0;2/1/0/v;VILLANY;HIT;MSC;SELECTABLE;2;A tantárgy célkitűzése az akusztika, ezen belül különösen a műszaki akusztika alapfogalmainak és ezek összefüggéseinek megismertetése, az akusztikai rendszerekben lejátszódó folyamatok bemutatása és a gyakorlati alkalmazásokhoz, tervezési tevékenységhez szükséges alapismeretek átadása. Az oktatott témakörök súlypontja a hangtechnika, ezen belül az akusztikai átalakítók ismertetése, ezek analízise és szintézise. A tárgyalás a hangkeltés és hangfelvételhangrögzítés fizikai alapjai és műszaki alkalmazása mellett érinti a teremakusztika, valamint a levegőben és szilárd testekben terjedő hangok elleni védelem kérdéskörét is, és alapokat nyújt az akusztikai méréstechnikát és a hangfelvételi technikákat ismertető két mellékszakiránytárgy elsajátításához.
GT351826;Vállalati pénzügyek 1. MM;4.0;;;;;OPTIONAL;0;
VIMIAV10;Bioinformatika;4.0;4/0/0/v;BOTH;MIT;;OPTIONAL;0;A molekuláris biológia méréstechnikai fejlődése nagy adattömegeket, majd a hipotézismentes kutatási paradigma megjelenését hozta el az orvosbiológiába. A tárgy a bioinformatika informatikai, statisztikai és számítási aspektusait mutatja be a következő feladatokon keresztül, amelyek kulcsfontosságúak az egészségügyben és a gyógyszeriparban: döntéstámogatás orvosi diagnosztikában és terápiaválasztásban, genetikai és genomikai adatok mérése és integrált elemzése, hatóanyagcélpont predikciós módszerek. Az ismertetni kívánt főbb adatmérnöki fogalmak és módszerek a következőek: 1. Statisztikai következtetési paradigmák. Többszörös hipotézistesztelés problematikája. Feldúsulás elemzési módszerek. 2. Dimenzió csökkentő eljárások, különös tekintettel háttértudást (ontológiákat) kihasználó eljárások. 3. Klaszterezési módszerek, különös tekintettel a több hasonlósági mátrixot kezelni képes módszerek. 4. Nagy dimenzionalitást és több heterogén reprezentációt kezelő predikciós módszerek, mint például a több kerneles tanulási módszerek. 5. Hálózattudomány, molekuláris interakciók hálózatának strukturális tulajdonságai és hálózati diffúziós módszerek. 6. Valószínűségi gráfos modellek, következtetési és tanulási algoritmusaik. 7. Oksági következtetési paradigmák. 8. Szövegbányászati módszerek a bionformatikában. 9. Gráfadatbázisok és szemantikus technológiák (gyógyszertudásbázisok, génontológiák, betegség kódrendszerek).  Az elméleti ismereteket a következő valós kutatásfejlesztés területeken mutatjuk be: 1. Biomarker alapú tumordiagnosztika. 2. Gyakori betegségek (allergia, asztma, depresszió, szenvedélybetegségek) genetikai háttere. 3. Betegségek együtteseinek és hálózatának vizsgálata. 4. Az egészséges öregedés jellemzőinek és genetikai hátterének a vizsgálata több faj felhasználásával. 5. Hatóanyagcélpont predikció. 6. Mellékhatás és új indikációk predikciója gyógyszerek és gyógyszerkombinációk esetén.
VIETM023;Elektronikai technológia mechatronikai mérnököknek;4.0;2/0/1/f;;ETT;;OPTIONAL;0;
GEVG3037;Alkalmazott matematikai statisztika;3.0;;;;;OPTIONAL;0;
GT621212;Spanyol kezdő 2. - Espanol - A1;0.0;;;;;OPTIONAL;0;
VIETM241;Technológiai folyamatmodellezés;4.0;2/1/0/v;VILLANY;ETT;MSC;CORE;2;A tantárgy célja használható, kreatív tudás átadása a hallgatóknak az elektronikai technológiában leggyakrabban előforduló fizikai, kémiai, fizikaikémiai, elektrokémiai jelenségek modellezésének és szimulációjának területén. Megismerteti a hallgatókkal a hasonlóságelmélet, a modellezés, valamint a modellezés és szimuláció matematikai alapjait, történetét és kapcsolatát a természetes emberi gondolkodással, ezáltal jelentős mértékben fejleszti a modellalkotási, elvonatkoztatási készséget. Betekintést ad a különböző hatékony számítógépes szimulációs módszerekbe, beleértve a softcomputing módszereket is. Részletesen  a matematikai alapok részletezésével és az elektroniakai technológia gyártási folyamataiból vett szemléltető példák segítségével  bemutatja a különböző természeti jelenségek megjelenését a technológiában, ezáltal a korábban elsajátított elméleti tudás jobb megértését, elmélyítését segíti elő. A tantárgy további célja a hallgatók modellezési készségének és a modellezés és szimuláció segítségével történő problémamegoldási készségének fejlesztése valós modellezési problémák bemutatásának segítségével. A hallgatók ilyen módon elsajátítják az elektronikai gyártásban előforduló  méréssel vagy más gyakorlati úton nem felderíthető  problémák megoldását, kezelését.
VIAUA011;Elektrotechnika szigorlat;0.0;0/0/0/s;;AUT;;SELECTABLE;0;A Mechatronika Alapszakon az elektrotechnikai ismeretek összefoglaló számonkérése.
VIETM374;Diplomatervezés 1;10.0;0/5/0/f;INFO;ETT;MSC;OPTIONAL;0;
GT429304;Az energiagazdálkodás környezeti menedzsmentje;2.0;;;;;OPTIONAL;0;
VIIIAC04;Ipari képfeldolgozás és képmegjelenítés;4.0;2/1/0/v;VILLANY;IIT;BSC;OPTIONAL;6;A számítástechnika fejlődésével a képi információk automatikus kiértékelése napi gyakorlattá vált a minőségellenőrzés, folyamatirányítás, navigáció, biztonságtechnika, orvosi diagnosztika és számos egyéb területen. Az egyre jobb minőségű megjelenítő technikák alkalmazásával a grafikus szimuláció és a teleoperáció hétköznapi technológiákká vált. A tantárgy célja a korszerű számítógépes képfeldolgozási és megjelenítési eljárások elveinek és alkalmazásának készségszintű megismertetése, a távfelügyelt autonóm ipari folyamatok és az autonóm árművezetés kezelésében kulcsszerepet játszó virtuális technikák bemutatása.
VIAUA059;Szakmai gyakorlat;0.0;0/0/0/a;;AUT;BSC;CORE;0;A szakmai gyakorlat általános célja, hogy a hallgatók alapvető ismereteket szerezzenek a szakirányuknak megfelelő gyakorlati mérnöki feladatokból, megismerkedjenek egy vállalat szervezeti és szakmai felépítésével, valós körülmények között készüljenek későbbi mérnöki munkájukra. A hat hetes szakmai gyakorlat során a hallgatók a tanszéki és vállalati konzulens által meghatározott feladatot oldanak meg. Feladatuk kapcsolódhat szakdolgozatukhoz, TDK dolgozatukhoz, önálló labor feladatukhoz, de azoktól jól elkülöníthetőnek kell lennie.
VIAUMA02;Üzleti intelligencia;4.0;2/1/0/v;INFO;AUT;MSC;OPTIONAL;2;A tárgy célja, hogy a hallgatók olyan versenyképes tudásra tegyenek szert, melyre folyamatos igény van az ipar részéről: modern adattárház építése, üzleti intelligencia rendszer tervezése, adattovábbítás, riportok, jelentések készítése, grafikonok, dashboardok (vezérlőpultok) fejlesztése, adatvizualizáció, adatok földrajzi elemzése és megjelenítése, KPIk feltárása és alkalmazása, illetve churn és csalásdetektálás.
